	trial	number_sequences	introductions	community_status	mean_cluster_size
0	5	20	7	over30	2.857142857142857
0	5	9	5	over30	1.8
0	6	9	6	over30	1.5
0	7	9	7	over30	1.2857142857142858
0	8	9	5	over30	1.8
0	9	9	6	over30	1.5
0	10	20	6	over30	3.3333333333333335
0	1	20	9	over30	2.2222222222222223
0	2	20	7	over30	2.857142857142857
0	3	20	8	over30	2.5
0	4	20	9	over30	2.2222222222222223
0	2	14	7	over30	2.0
0	3	14	7	over30	2.0
0	4	14	8	over30	1.75
0	5	14	6	over30	2.3333333333333335
0	6	14	6	over30	2.3333333333333335
0	7	14	9	over30	1.5555555555555556
0	3	2	2	over30	1.0
0	4	2	2	over30	1.0
0	5	2	2	over30	1.0
0	6	2	1	over30	2.0
0	7	2	1	over30	2.0
0	8	2	1	over30	2.0
0	2	5	2	over30	2.5
0	3	5	2	over30	2.5
0	4	5	4	over30	1.25
0	5	5	3	over30	1.6666666666666667
0	6	5	2	over30	2.5
0	2	22	9	over30	2.4444444444444446
0	4	23	7	over30	3.2857142857142856
0	9	23	10	over30	2.3
0	9	2	1	over30	2.0
0	5	3	3	over30	1.0
0	1	5	5	over30	1.0
0	8	6	4	over30	1.5
0	3	17	7	over30	2.4285714285714284
0	4	17	7	over30	2.4285714285714284
0	5	17	7	over30	2.4285714285714284
0	6	17	9	over30	1.8888888888888888
0	7	17	4	over30	4.25
0	8	17	8	over30	2.125
0	9	17	8	over30	2.125
0	10	18	6	over30	3.0
0	2	12	7	over30	1.7142857142857142
0	3	12	5	over30	2.4
0	4	12	3	over30	4.0
0	5	12	4	over30	3.0
0	6	12	6	over30	2.0
0	5	23	7	over30	3.2857142857142856
0	6	23	9	over30	2.5555555555555554
0	7	23	6	over30	3.8333333333333335
0	8	23	10	over30	2.3
0	5	7	4	over30	1.75
0	6	7	5	over30	1.4
0	7	7	3	over30	2.3333333333333335
0	8	7	5	over30	1.4
0	9	7	5	over30	1.4
0	10	8	6	over30	1.3333333333333333
0	1	8	4	over30	2.0
0	7	21	10	over30	2.1
0	8	21	8	over30	2.625
0	9	21	9	over30	2.3333333333333335
0	10	22	9	over30	2.4444444444444446
0	1	22	8	over30	2.75
0	9	18	6	over30	3.0
0	10	19	9	over30	2.111111111111111
0	1	19	8	over30	2.375
0	2	19	9	over30	2.111111111111111
0	3	19	7	over30	2.7142857142857144
0	4	19	9	over30	2.111111111111111
0	8	15	6	over30	2.5
0	9	15	7	over30	2.142857142857143
0	10	16	9	over30	1.7777777777777777
0	1	16	9	over30	1.7777777777777777
0	2	16	5	over30	3.2
0	3	16	6	over30	2.6666666666666665
0	4	16	7	over30	2.2857142857142856
0	7	12	8	over30	1.5
0	8	12	5	over30	2.4
0	9	12	6	over30	2.0
0	10	13	7	over30	1.8571428571428572
0	1	13	7	over30	1.8571428571428572
0	2	13	8	over30	1.625
0	3	13	7	over30	1.8571428571428572
0	4	13	7	over30	1.8571428571428572
0	6	10	5	over30	2.0
0	7	10	6	over30	1.6666666666666667
0	8	10	6	over30	1.6666666666666667
0	9	10	6	over30	1.6666666666666667
0	10	11	5	over30	2.2
0	1	11	5	over30	2.2
0	2	11	6	over30	1.8333333333333333
0	3	11	5	over30	2.2
0	6	3	3	over30	1.0
0	7	3	2	over30	1.5
0	8	3	2	over30	1.5
0	9	3	3	over30	1.0
0	10	4	3	over30	1.3333333333333333
0	1	4	3	over30	1.3333333333333333
0	2	4	2	over30	2.0
0	2	8	4	over30	2.0
0	3	8	5	over30	1.6
0	4	8	6	over30	1.3333333333333333
0	5	8	6	over30	1.3333333333333333
0	6	8	5	over30	1.6
0	7	8	5	over30	1.6
0	8	8	4	over30	2.0
0	9	8	7	over30	1.1428571428571428
0	10	24	7	over30	3.4285714285714284
0	1	24	7	over30	3.4285714285714284
0	2	24	7	over30	3.4285714285714284
0	3	24	7	over30	3.4285714285714284
0	4	24	7	over30	3.4285714285714284
0	5	24	7	over30	3.4285714285714284
0	6	24	7	over30	3.4285714285714284
0	3	6	3	over30	2.0
0	4	6	3	over30	2.0
0	5	6	4	over30	1.5
0	6	6	5	over30	1.2
0	7	6	4	over30	1.5
0	6	20	6	over30	3.3333333333333335
0	7	20	11	over30	1.8181818181818181
0	8	20	5	over30	4.0
0	9	20	5	over30	4.0
0	10	21	10	over30	2.1
0	1	21	5	over30	4.2
0	5	19	8	over30	2.375
0	6	19	6	over30	3.1666666666666665
0	7	19	7	over30	2.7142857142857144
0	8	19	8	over30	2.375
0	9	19	6	over30	3.1666666666666665
0	10	1	1	over30	1.0
0	1	1	1	over30	1.0
0	5	13	6	over30	2.1666666666666665
0	6	13	6	over30	2.1666666666666665
0	7	13	4	over30	3.25
0	8	13	6	over30	2.1666666666666665
0	9	13	7	over30	1.8571428571428572
0	10	14	7	over30	2.0
0	1	14	8	over30	1.75
0	3	22	5	over30	4.4
0	4	22	6	over30	3.6666666666666665
0	5	22	7	over30	3.142857142857143
0	6	22	10	over30	2.2
0	7	22	10	over30	2.2
0	8	22	9	over30	2.4444444444444446
0	9	22	10	over30	2.2
0	1	18	6	over30	3.0
0	2	18	3	over30	6.0
0	3	18	6	over30	3.0
0	4	18	8	over30	2.25
0	5	18	6	over30	3.0
0	6	18	9	over30	2.0
0	7	18	6	over30	3.0
0	10	3	2	over30	1.5
0	1	3	2	over30	1.5
0	2	3	3	over30	1.0
0	3	3	2	over30	1.5
0	4	3	2	over30	1.5
0	3	15	7	over30	2.142857142857143
0	4	15	6	over30	2.5
0	5	15	6	over30	2.5
0	6	15	7	over30	2.142857142857143
0	7	15	7	over30	2.142857142857143
0	5	16	8	over30	2.0
0	6	16	8	over30	2.0
0	7	16	6	over30	2.6666666666666665
0	8	16	7	over30	2.2857142857142856
0	9	16	8	over30	2.0
0	10	17	8	over30	2.125
0	1	17	9	over30	1.8888888888888888
0	2	17	6	over30	2.8333333333333335
0	10	10	8	over30	1.25
0	1	10	7	over30	1.4285714285714286
0	2	10	4	over30	2.5
0	3	10	6	over30	1.6666666666666667
0	4	10	6	over30	1.6666666666666667
0	5	10	5	over30	2.0
0	1	12	5	over30	2.4
0	8	14	8	over30	1.75
0	8	18	8	over30	2.25
0	9	1	1	over30	1.0
0	3	4	3	over30	1.3333333333333333
0	4	4	3	over30	1.3333333333333333
0	5	4	3	over30	1.3333333333333333
0	6	4	3	over30	1.3333333333333333
0	7	4	3	over30	1.3333333333333333
0	8	4	3	over30	1.3333333333333333
0	9	4	4	over30	1.0
0	10	5	4	over30	1.25
0	9	6	4	over30	1.5
0	10	7	5	over30	1.4
0	1	7	4	over30	1.75
0	2	7	5	over30	1.4
0	3	7	4	over30	1.75
0	4	7	6	over30	1.1666666666666667
0	4	11	5	over30	2.2
0	5	11	4	over30	2.75
0	6	11	8	over30	1.375
0	7	11	6	over30	1.8333333333333333
0	8	11	6	over30	1.8333333333333333
0	9	11	7	over30	1.5714285714285714
0	10	12	6	over30	2.0
0	2	1	1	over30	1.0
0	3	1	1	over30	1.0
0	4	1	1	over30	1.0
0	5	1	1	over30	1.0
0	6	1	1	over30	1.0
0	7	1	1	over30	1.0
0	8	1	1	over30	1.0
0	7	24	7	over30	3.4285714285714284
0	8	24	7	over30	3.4285714285714284
0	9	24	6	over30	4.0
0	10	2	2	over30	1.0
0	1	2	2	over30	1.0
0	2	2	2	over30	1.0
0	7	5	3	over30	1.6666666666666667
0	8	5	4	over30	1.25
0	9	5	2	over30	2.5
0	10	6	4	over30	1.5
0	1	6	5	over30	1.2
0	2	6	4	over30	1.5
0	2	21	4	over30	5.25
0	3	21	9	over30	2.3333333333333335
0	4	21	9	over30	2.3333333333333335
0	5	21	10	over30	2.1
0	6	21	10	over30	2.1
0	10	9	5	over30	1.8
0	1	9	5	over30	1.8
0	2	9	5	over30	1.8
0	3	9	6	over30	1.5
0	4	9	5	over30	1.8
0	9	14	7	over30	2.0
0	10	15	8	over30	1.875
0	1	15	7	over30	2.142857142857143
0	2	15	7	over30	2.142857142857143
0	10	23	10	over30	2.3
0	1	23	10	over30	2.3
0	2	23	7	over30	3.2857142857142856
0	3	23	6	over30	3.8333333333333335
0	1	9	5	youngadult	1.8
0	2	9	7	youngadult	1.2857142857142858
0	3	9	7	youngadult	1.2857142857142858
0	4	9	6	youngadult	1.5
0	5	9	5	youngadult	1.8
0	6	9	8	youngadult	1.125
0	7	9	5	youngadult	1.8
0	8	9	7	youngadult	1.2857142857142858
0	9	9	5	youngadult	1.8
0	8	22	6	youngadult	3.6666666666666665
0	9	22	8	youngadult	2.75
0	10	23	8	youngadult	2.875
0	1	23	4	youngadult	5.75
0	2	23	5	youngadult	4.6
0	3	23	9	youngadult	2.5555555555555554
0	4	23	5	youngadult	4.6
0	10	16	6	youngadult	2.6666666666666665
0	1	16	7	youngadult	2.2857142857142856
0	2	16	6	youngadult	2.6666666666666665
0	3	16	8	youngadult	2.0
0	4	16	6	youngadult	2.6666666666666665
0	6	28	6	youngadult	4.666666666666667
0	7	28	10	youngadult	2.8
0	8	28	10	youngadult	2.8
0	9	28	7	youngadult	4.0
0	10	29	8	youngadult	3.625
0	1	29	10	youngadult	2.9
0	2	29	10	youngadult	2.9
0	1	4	4	youngadult	1.0
0	2	4	3	youngadult	1.3333333333333333
0	3	4	4	youngadult	1.0
0	4	4	3	youngadult	1.3333333333333333
0	5	4	3	youngadult	1.3333333333333333
0	6	4	4	youngadult	1.0
0	8	30	6	youngadult	5.0
0	10	4	2	youngadult	2.0
0	3	7	5	youngadult	1.4
0	8	7	4	youngadult	1.75
0	6	19	6	youngadult	3.1666666666666665
0	7	19	6	youngadult	3.1666666666666665
0	8	19	4	youngadult	4.75
0	9	19	6	youngadult	3.1666666666666665
0	10	1	1	youngadult	1.0
0	1	1	1	youngadult	1.0
0	2	1	1	youngadult	1.0
0	1	25	9	youngadult	2.7777777777777777
0	2	25	10	youngadult	2.5
0	3	25	8	youngadult	3.125
0	4	25	4	youngadult	6.25
0	5	25	8	youngadult	3.125
0	6	25	5	youngadult	5.0
0	6	12	5	youngadult	2.4
0	7	12	8	youngadult	1.5
0	8	12	6	youngadult	2.0
0	9	12	5	youngadult	2.4
0	10	13	7	youngadult	1.8571428571428572
0	1	13	6	youngadult	2.1666666666666665
0	2	13	6	youngadult	2.1666666666666665
0	5	6	2	youngadult	3.0
0	6	6	4	youngadult	1.5
0	7	6	3	youngadult	2.0
0	8	6	3	youngadult	2.0
0	9	6	5	youngadult	1.2
0	10	7	4	youngadult	1.75
0	1	7	5	youngadult	1.4
0	2	7	4	youngadult	1.75
0	6	2	2	youngadult	1.0
0	7	2	2	youngadult	1.0
0	8	2	2	youngadult	1.0
0	9	2	2	youngadult	1.0
0	10	30	9	youngadult	3.3333333333333335
0	1	30	5	youngadult	6.0
0	2	30	5	youngadult	6.0
0	3	30	6	youngadult	5.0
0	2	27	4	youngadult	6.75
0	3	27	9	youngadult	3.0
0	4	27	4	youngadult	6.75
0	5	27	9	youngadult	3.0
0	7	20	5	youngadult	4.0
0	8	20	5	youngadult	4.0
0	9	20	6	youngadult	3.3333333333333335
0	10	21	8	youngadult	2.625
0	1	21	8	youngadult	2.625
0	8	10	4	youngadult	2.5
0	9	10	5	youngadult	2.0
0	10	11	7	youngadult	1.5714285714285714
0	1	11	5	youngadult	2.2
0	2	11	5	youngadult	2.2
0	3	11	5	youngadult	2.2
0	4	11	6	youngadult	1.8333333333333333
0	5	11	8	youngadult	1.375
0	4	18	7	youngadult	2.5714285714285716
0	5	18	3	youngadult	6.0
0	6	18	7	youngadult	2.5714285714285716
0	7	18	8	youngadult	2.25
0	8	18	5	youngadult	3.6
0	9	18	3	youngadult	6.0
0	9	14	3	youngadult	4.666666666666667
0	10	15	6	youngadult	2.5
0	1	15	8	youngadult	1.875
0	2	15	6	youngadult	2.5
0	3	5	2	youngadult	2.5
0	4	5	4	youngadult	1.25
0	5	5	4	youngadult	1.25
0	6	5	4	youngadult	1.25
0	7	5	5	youngadult	1.0
0	10	24	4	youngadult	6.0
0	1	24	8	youngadult	3.0
0	2	24	6	youngadult	4.0
0	3	24	6	youngadult	4.0
0	9	30	5	youngadult	6.0
0	10	3	3	youngadult	1.0
0	1	3	3	youngadult	1.0
0	2	3	3	youngadult	1.0
0	3	3	3	youngadult	1.0
0	9	7	6	youngadult	1.1666666666666667
0	10	8	5	youngadult	1.6
0	1	8	5	youngadult	1.6
0	2	8	6	youngadult	1.3333333333333333
0	3	8	4	youngadult	2.0
0	4	8	5	youngadult	1.6
0	8	1	1	youngadult	1.0
0	9	1	1	youngadult	1.0
0	10	20	4	youngadult	5.0
0	1	20	7	youngadult	2.857142857142857
0	2	20	7	youngadult	2.857142857142857
0	2	17	7	youngadult	2.4285714285714284
0	3	17	6	youngadult	2.8333333333333335
0	4	17	6	youngadult	2.8333333333333335
0	5	17	7	youngadult	2.4285714285714284
0	6	17	3	youngadult	5.666666666666667
0	7	17	7	youngadult	2.4285714285714284
0	8	17	9	youngadult	1.8888888888888888
0	8	13	4	youngadult	3.25
0	9	13	7	youngadult	1.8571428571428572
0	10	14	6	youngadult	2.3333333333333335
0	1	14	8	youngadult	1.75
0	2	14	4	youngadult	3.5
0	3	14	6	youngadult	2.3333333333333335
0	2	26	4	youngadult	6.5
0	3	26	8	youngadult	3.25
0	4	26	9	youngadult	2.888888888888889
0	5	26	9	youngadult	2.888888888888889
0	6	26	8	youngadult	3.25
0	2	12	4	youngadult	3.0
0	3	12	5	youngadult	2.4
0	4	12	6	youngadult	2.0
0	5	12	6	youngadult	2.0
0	1	28	8	youngadult	3.5
0	2	28	9	youngadult	3.111111111111111
0	3	28	8	youngadult	3.5
0	4	28	7	youngadult	4.0
0	10	10	5	youngadult	2.0
0	1	10	6	youngadult	1.6666666666666667
0	2	10	5	youngadult	2.0
0	3	10	7	youngadult	1.4285714285714286
0	4	10	7	youngadult	1.4285714285714286
0	5	10	6	youngadult	1.6666666666666667
0	6	10	6	youngadult	1.6666666666666667
0	7	10	5	youngadult	2.0
0	3	13	8	youngadult	1.625
0	9	15	6	youngadult	2.5
0	5	16	9	youngadult	1.7777777777777777
0	5	19	4	youngadult	4.75
0	6	21	9	youngadult	2.3333333333333335
0	7	22	7	youngadult	3.142857142857143
0	4	3	3	youngadult	1.0
0	5	3	2	youngadult	1.5
0	6	3	3	youngadult	1.0
0	7	3	3	youngadult	1.0
0	8	3	3	youngadult	1.0
0	9	3	2	youngadult	1.5
0	10	2	2	youngadult	1.0
0	1	2	2	youngadult	1.0
0	2	2	2	youngadult	1.0
0	3	2	2	youngadult	1.0
0	4	2	2	youngadult	1.0
0	5	2	2	youngadult	1.0
0	10	19	9	youngadult	2.111111111111111
0	1	19	8	youngadult	2.375
0	2	19	4	youngadult	4.75
0	3	19	7	youngadult	2.7142857142857144
0	4	19	6	youngadult	3.1666666666666665
0	7	21	8	youngadult	2.625
0	8	21	8	youngadult	2.625
0	9	21	9	youngadult	2.3333333333333335
0	10	22	7	youngadult	3.142857142857143
0	7	4	4	youngadult	1.0
0	8	4	3	youngadult	1.3333333333333333
0	9	4	2	youngadult	2.0
0	10	5	1	youngadult	5.0
0	1	5	4	youngadult	1.25
0	2	5	4	youngadult	1.25
0	5	8	2	youngadult	4.0
0	6	8	5	youngadult	1.6
0	7	8	5	youngadult	1.6
0	8	8	4	youngadult	2.0
0	9	8	5	youngadult	1.6
0	10	9	6	youngadult	1.5
0	5	24	9	youngadult	2.6666666666666665
0	6	24	8	youngadult	3.0
0	7	24	8	youngadult	3.0
0	8	24	9	youngadult	2.6666666666666665
0	9	24	6	youngadult	4.0
0	8	5	4	youngadult	1.25
0	9	5	4	youngadult	1.25
0	10	6	5	youngadult	1.2
0	1	6	4	youngadult	1.5
0	2	6	3	youngadult	2.0
0	3	6	4	youngadult	1.5
0	4	6	4	youngadult	1.5
0	6	16	6	youngadult	2.6666666666666665
0	7	16	3	youngadult	5.333333333333333
0	8	16	7	youngadult	2.2857142857142856
0	9	16	9	youngadult	1.7777777777777777
0	10	17	5	youngadult	3.4
0	1	17	8	youngadult	2.125
0	9	17	8	youngadult	2.125
0	10	18	6	youngadult	3.0
0	1	18	3	youngadult	6.0
0	2	18	5	youngadult	3.6
0	3	18	7	youngadult	2.5714285714285716
0	3	15	5	youngadult	3.0
0	4	15	7	youngadult	2.142857142857143
0	5	15	5	youngadult	3.0
0	6	15	6	youngadult	2.5
0	7	15	5	youngadult	3.0
0	8	15	6	youngadult	2.5
0	3	29	9	youngadult	3.2222222222222223
0	4	29	5	youngadult	5.8
0	5	29	9	youngadult	3.2222222222222223
0	6	29	6	youngadult	4.833333333333333
0	7	29	10	youngadult	2.9
0	8	29	6	youngadult	4.833333333333333
0	9	29	5	youngadult	5.8
0	4	7	5	youngadult	1.4
0	5	7	3	youngadult	2.3333333333333335
0	6	7	5	youngadult	1.4
0	7	7	3	youngadult	2.3333333333333335
0	4	30	10	youngadult	3.0
0	5	30	10	youngadult	3.0
0	6	30	9	youngadult	3.3333333333333335
0	7	30	9	youngadult	3.3333333333333335
0	1	22	6	youngadult	3.6666666666666665
0	2	22	7	youngadult	3.142857142857143
0	3	22	5	youngadult	4.4
0	4	22	6	youngadult	3.6666666666666665
0	5	22	5	youngadult	4.4
0	6	22	3	youngadult	7.333333333333333
0	4	13	2	youngadult	6.5
0	5	13	6	youngadult	2.1666666666666665
0	6	13	4	youngadult	3.25
0	7	13	8	youngadult	1.625
0	5	23	4	youngadult	5.75
0	6	23	7	youngadult	3.2857142857142856
0	7	23	9	youngadult	2.5555555555555554
0	8	23	4	youngadult	5.75
0	9	23	9	youngadult	2.5555555555555554
0	6	11	6	youngadult	1.8333333333333333
0	7	11	5	youngadult	2.2
0	8	11	7	youngadult	1.5714285714285714
0	9	11	8	youngadult	1.375
0	10	12	8	youngadult	1.5
0	1	12	6	youngadult	2.0
0	3	1	1	youngadult	1.0
0	4	1	1	youngadult	1.0
0	5	1	1	youngadult	1.0
0	6	1	1	youngadult	1.0
0	7	1	1	youngadult	1.0
0	8	25	4	youngadult	6.25
0	9	25	5	youngadult	5.0
0	10	26	5	youngadult	5.2
0	1	26	5	youngadult	5.2
0	4	14	6	youngadult	2.3333333333333335
0	5	14	8	youngadult	1.75
0	6	14	4	youngadult	3.5
0	7	14	9	youngadult	1.5555555555555556
0	8	14	6	youngadult	2.3333333333333335
0	2	21	9	youngadult	2.3333333333333335
